prod_id,interval_level,deposit_type1,deposit_type2,__sheet__,credit_level,credit_amt_cd,credit_type1,credit_type2,new_flag,frtn_type,fr_period_type,fr_prod_attr,fr_prod_type,fr_risk_level,channel_type,channel_type2,pay_type1,pay_type2
A0095,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0096,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0097,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0098,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0099,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0100,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0101,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0102,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0103,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0104,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0105,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0106,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0107,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0108,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0109,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0110,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0111,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0112,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0113,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0114,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0115,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0116,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0117,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0118,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0119,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0120,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0121,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0122,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0123,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0124,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0125,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0126,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0127,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0128,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0129,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0130,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0131,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0132,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0133,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0134,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0135,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0136,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0137,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0138,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0139,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0140,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0141,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0142,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0143,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0144,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
A0145,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0146,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0147,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0148,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0149,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0150,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0151,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0152,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0153,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0154,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0155,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0156,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0157,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0158,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0159,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A0160,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
A0161,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0162,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0163,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0164,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0165,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0166,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0167,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0168,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0169,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0170,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0171,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0172,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0173,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0174,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0175,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0176,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0177,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0178,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0179,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0180,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0181,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0182,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0183,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0184,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0185,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0186,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0187,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0188,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0189,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0190,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0191,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0192,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0193,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
A0001,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
A0002,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0003,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0004,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0005,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0006,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0007,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0008,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0009,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0010,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0011,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0012,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0013,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0014,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0015,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0016,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0017,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0018,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0019,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0020,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0021,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0022,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0023,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0024,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0025,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0026,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0027,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0028,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0029,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0030,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0031,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0032,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0033,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0034,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0035,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0036,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0037,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0038,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0039,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0040,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0041,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0042,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0043,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0044,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0045,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0046,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0047,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0048,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0049,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0050,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0051,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0052,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0053,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0054,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0055,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0056,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0057,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0058,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0059,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0060,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0061,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
A0062,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
